k,t,U_1,U_2,V,W_1,W_2,X_1,X_2,X_est_1,X_est_2,X_est_3,X_est_4,X_est_5,X_est_6,Y,Y_m,Y_est_1,Y_est_2,Y_est_3,E_obs_1,E_obs_2,E_obs_3,Pd,alpha
129,64.5,1,0.013422381632802,-0.0400881737158629,-0,-0,3.10926571415406,-0.0815020887046444,3.03657648173831,-0.076009760190243,2.75408077358391,-0.222490723708236,2.83152419166351,-0.162321986364924,0.932779714246217,0.892691540530354,0.910972944521494,0.826224232075171,0.849457257499052,0.0218067697247233,0.106555482171046,0.083322456747165,-0.0815020887046444,0
130,65,1,0.0055230009387028,0.0291099666752746,-0,0,3.0949839112032,-0.0680797070718424,3.03981264870331,-0.0776543292031648,3.03347662580731,-0.0374503834172397,2.89859501894291,-0.130830875237041,0.928495173360959,0.957605140036233,0.911943794610992,0.910042987742194,0.869578505682873,0.0165513787499665,0.0184521856187642,0.0589166676780858,-0.0680797070718424,0
131,65.5,1,-0.00975334606803011,-0.0262326568077577,-0,-0,3.09840903077039,-0.0625567061331396,3.07464478628524,-0.0735466997515366,3.32077019852214,0.0949593237005889,3.05872736312225,-0.066713782729036,0.929522709231118,0.90329005242336,0.922393435885573,0.996231059556643,0.917618208936675,0.00712927334554503,-0.066708350325525,0.0119045002944431,-0.0625567061331396,0
132,66,1,0.0138357521332802,0.0174612078962849,-0,0,3.10632961540614,-0.0723100522011697,3.06848373739127,-0.0752652128507729,2.96070225658787,-0.163781943046005,3.04826388317419,-0.0771501664824526,0.931898884621841,0.949360092518126,0.92054512121738,0.88821067697636,0.914479164952256,0.0113537634044604,0.0436882076454809,0.0174197196695843,-0.0723100522011697,0
133,66.5,1,-0.00656594063510396,0.00752098128172063,-0,0,3.10212067858313,-0.0584743000678895,3.08809032265246,-0.072673059184798,3.2105690710585,0.00645375512542606,3.12024989186492,-0.0517434963770373,0.930636203574937,0.938157184856658,0.926427096795738,0.963170721317551,0.936074967559476,0.00420910677919906,-0.0325345177426138,-0.00543876398453824,-0.0584743000678895,0
134,67,1,-0.00213392840175906,0.0695621042755543,0,0,3.1130101749403,-0.0650402407029935,3.09526613409372,-0.0716178372181817,3.1303746864175,-0.0631821817912285,3.136228946252,-0.0502268449675413,0.933903052482089,1.00346515675764,0.928579840228115,0.939112405925248,0.9408686838756,0.00532321225397403,-0.0052093534431592,-0.0069656313935107,-0.0650402407029935,0
135,67.5,1,-0.00494868485750458,-0.0150178962775533,-0,-0,3.11406688175521,-0.0671741691047525,3.1351344650165,-0.0648812611263161,3.44575255398504,0.115971377897701,3.25929597531459,-0.00463264643960924,0.934220064526564,0.919202168249011,0.94054033950495,1.03372576619551,0.977788792594376,-0.00632027497838572,-0.0995057016689487,-0.043568728067812,-0.0671741691047525,0
136,68,1,-0.00219407870872897,0.0456924202660459,-0,0,3.1126726481239,-0.0721228539622571,3.11829626915712,-0.0668008125241785,2.96266114315063,-0.202854312925313,3.17002508316633,-0.0473061399848059,0.933801794437169,0.979494214703215,0.935488880747136,0.88879834294519,0.951007524949898,-0.0016870863099665,0.0450034514919796,-0.0172057305127284,-0.0721228539622571,0
137,68.5,1,-0.0205603281266927,-0.00658244443034938,0,0,3.10674799972447,-0.074316932670986,3.13955081869997,-0.0628421555642578,3.31872175350143,0.0496366538844771,3.22366503828037,-0.026556923164493,0.932024399917341,0.925441955486992,0.941865245609991,0.995616526050429,0.967099511484112,-0.00984084569264931,-0.0635921261330874,-0.0350751115667706,-0.074316932670986,0
138,69,1,0.0149120119424972,0.070077389371569,-0,0,3.10040666713614,-0.0948772607976788,3.12605643887022,-0.0643195712728174,3.02633045616658,-0.145724444956895,3.15403414485205,-0.0568995733310645,0.930122000140843,1.00019938951241,0.937816931661067,0.907899136849973,0.946210243455616,-0.00769493152022394,0.0222228632908696,-0.0160882433147729,-0.0948772607976788,0
139,69.5,1,-0.00233881090673979,0.0737441701199397,0,-0,3.07540740619762,-0.0799652488551816,3.15729652011578,-0.0587077345244433,3.4283400447735,0.111233006135303,3.24938896559542,-0.0175748042133909,0.922622221859286,0.996366391979226,0.947188956034735,1.02850201343205,0.974816689678626,-0.024566734175449,-0.105879791572763,-0.0521944678193397,-0.0799652488551816,0
140,70,1,0.00899275511123346,0.111220087026499,-0,-0,3.07281993548315,-0.0823040597619214,3.17771131015909,-0.0542838026788451,3.35243598867232,0.0217696824759335,3.29629951259282,-0.00187837021841345,0.921845980644946,1.03306606767144,0.953313393047726,1.0057307966017,0.988889853777847,-0.0314674124027803,-0.0838848159567498,-0.0670438731329007,-0.0823040597619214,0
141,70.5,1,-0.00999686047942321,-0.0922494297405309,0,-0,3.06866989507629,-0.0733113046506879,3.21278431287059,-0.0471093660719167,3.50341335913749,0.0978691662410014,3.38609923986416,0.0302988272136622,0.920600968522886,0.828351538782355,0.963835293861178,1.05102400774125,1.01582977195925,-0.0432343253382925,-0.130423039218362,-0.0952288034363609,-0.0733113046506879,0
142,71,1,-0.000735162994102811,0.0770156600185481,0,0,3.07475762190271,-0.0833081651301111,3.12935156724755,-0.059297291001046,2.45105282676383,-0.522035421250642,3.05864815703903,-0.106257106205155,0.922427286570814,0.999442946589362,0.938805470174266,0.73531584802915,0.917594447111708,-0.0163781836034524,0.187111438541664,0.00483283945910551,-0.0833081651301111,0
143,71.5,1,0.0128753025007407,-0.198122750808457,-0,-0,3.06902217020179,-0.0840433281242139,3.16369177004513,-0.0538424303099225,3.4975448714272,0.213275957133362,3.18407073421068,-0.0466400613050422,0.920706651060536,0.722583900252079,0.94910753101354,1.04926346142816,0.955221220263202,-0.0284008799530037,-0.128556810367624,-0.0345145692026663,-0.0840433281242139,0
144,72,1,0.0187861388825022,-0.00927914446198599,0,-0,3.06427219101704,-0.0711680256234732,3.03954451582362,-0.0742201722819155,2.04892858362945,-0.696177104395293,2.75792881359029,-0.216089099968623,0.919281657305111,0.910002512843125,0.911863354747086,0.614678575088836,0.827378644077086,0.00741830255802489,0.304603082216275,0.0919030132280252,-0.0711680256234732,0
145,72.5,1,-0.00103247936223249,0.0236096957453078,0,0,3.07382250808845,-0.052381886740971,3.05246537963695,-0.0743875709591308,3.19591703974247,0.125984093466025,2.86514930752522,-0.155907289361444,0.922146752426536,0.945756448171843,0.915739613891085,0.958775111922742,0.859544792257566,0.00640713853545094,-0.0366283594962067,0.0626019601689692,-0.052381886740971,0
146,73,1,-0.000596903335861115,-0.14703381676724,-0,0,3.09929386892095,-0.0534143661032035,3.07839814863025,-0.0716872994639806,3.29886037879541,0.0897410436632079,3.00692881911449,-0.0931121960566759,0.929788160676284,0.782754343909043,0.923519444589076,0.989658113638622,0.902078645734347,0.00626871608720747,-0.0598699529623388,0.0277095149419371,-0.0534143661032035,0
147,73.5,1,0.01091887684373,-0.171165896514135,0,-0,3.11609134214146,-0.0540112694390646,3.00787763237426,-0.0843503266558659,2.37757860121485,-0.486264587497053,2.79411601094907,-0.180025973401316,0.934827402642438,0.763661506128303,0.902363289712279,0.713273580364454,0.838234803284721,0.0324641129301586,0.221553822277983,0.0965925993577168,-0.0540112694390646,0
148,74,1,-0.00266102362817811,-0.114734271961962,-0,-0,3.12725267005996,-0.0430923925953346,2.94695418359159,-0.0968277407871681,2.42677659283408,-0.345988124577139,2.63984951440588,-0.234343885559711,0.938175801017987,0.823441529056025,0.884086255077477,0.728032977850224,0.791954854321765,0.0540895459405095,0.210142823167763,0.146220946696222,-0.0430923925953346,0
149,74.5,1,-0.00208032111260084,-0.0402064016397321,0,0,3.14598447644663,-0.0457534162235127,2.93359334502636,-0.102283253626637,2.82373253994383,-0.0803773876282167,2.67097572455925,-0.211409531071025,0.94379534293399,0.903588941294258,0.880078003507908,0.847119761983149,0.801292717367775,0.0637173394260827,0.0966755809508408,0.142502625566215,-0.0457534162235127,0
150,75,1,0.014347597520164,0.0479933789198388,0,-0,3.15643571728913,-0.0478337373361135,2.9638111817397,-0.100168243281313,3.17499119498104,0.0768288600525724,2.84483987594862,-0.136898713965548,0.946930715186739,0.994924094106578,0.889143354521911,0.952497358494313,0.853451962784586,0.0577873606648283,-0.00556664330757395,0.0934787524021529,-0.0478337373361135,0
151,75.5,1,-4.93792413158573e-05,-0.114726282654759,-0,0,3.16167126476628,-0.0334861398159495,3.03109561861978,-0.0906523592049172,3.50875904692527,0.194941926123589,3.11250406234466,-0.0338528370226177,0.948501379429883,0.833775096775124,0.909328685585934,1.05262771407758,0.933751218703399,0.0391726938439494,-0.104126334647698,0.0147501607264845,-0.0334861398159495,0
152,76,1,-0.0081378973328095,-0.027825846285671,-0,-0,3.17968374552045,-0.0335355190572654,2.9906910189438,-0.0974490520182577,2.57072397499306,-0.414328461386201,2.96256497585206,-0.106673731577494,0.953905123656134,0.926079277370463,0.89720730568314,0.771217192497918,0.888769492755619,0.0566978179729933,0.182687931158216,0.0651356309005142,-0.0335355190572654,0
153,76.5,1,0.0165111163521551,0.0813290235531305,-0,0,3.19224310280705,-0.0416734163900749,3.0114820774462,-0.0948517707305475,3.14964321337116,0.0167967571460153,3.03516680662243,-0.0794979236055483,0.957672930842114,1.03900195439524,0.90344462323386,0.944892964011348,0.91055004198673,0.0542283076082541,0.0127799668307654,0.0471228888553837,-0.0416734163900749,0
154,77,1,3.79808702157272e-05,-0.0784556287107586,-0,0,3.19289675557486,-0.0251623000379198,3.08571313454951,-0.082657227060529,3.68610887298168,0.27878960761355,3.2793876139061,0.0140642489258433,0.957869026672457,0.879413397961699,0.925713940364852,1.1058326618945,0.98381628417183,0.0321550863076057,-0.147963635222047,-0.0259472574993728,-0.0251623000379198,0
155,77.5,1,-0.00279494672814446,0.0920190075235822,-0,0,3.20986542886448,-0.025124319167704,3.05256971545333,-0.0868223576467134,2.74136435968356,-0.351545795162888,3.11922707808933,-0.0619810248985119,0.962959628659344,1.05497863618293,0.915770914635998,0.822409307905068,0.9357681234268,0.0471887140233462,0.140550320754276,0.0271915052325442,-0.025124319167704,0
156,78,1,0.0107452795861271,0.016612056080492,-0,0,3.22178148103743,-0.0279192658958485,3.1244569683116,-0.0742994300807859,3.71547004006532,0.295910956825207,3.33889236925071,0.0248498704374228,0.96653444431123,0.983146500391722,0.937337090493481,1.1146410120196,1.00166771077521,0.029197353817749,-0.148106567708367,-0.0351332664639821,-0.0279192658958485,0
157,78.5,1,-0.0087008841615772,-0.0506858839227094,0,-0,3.22732777083035,-0.0171739863097214,3.13732992801294,-0.0701784810733714,3.24762733894853,-0.0701605713219968,3.32829580855476,0.0113593380747809,0.968198331249106,0.917512447326397,0.941198978403881,0.97428820168456,0.998488742566428,0.0269993528452254,-0.00608987043545406,-0.0302904113173224,-0.0171739863097214,0
158,79,1,0.00814666667781921,0.189785030561728,0,-0,3.24195545327153,-0.0258748704712986,3.11327942674126,-0.0723092875373879,2.92290937691329,-0.228220302502422,3.19348298727138,-0.0476224082000886,0.972586635981458,1.16237166654319,0.933983828022378,0.876872813073987,0.958044896181413,0.0386028079590798,0.0957138229074707,0.0145417398000453,-0.0258748704712986,0
159,79.5,1,-0.00847411883117923,-0.16009979117388,-0,-0,3.24349394681877,-0.0177282037934794,3.22918101387333,-0.0517638441800427,4.22715961634819,0.566588547539265,3.56046394371238,0.101205711077512,0.973048184045631,0.812948392871751,0.968754304161998,1.26814788490446,1.06813918311371,0.00429387988363317,-0.295099700858827,-0.095090999068083,-0.0177282037934794,0
160,80,1,-0.0152759619958023,-0.0282299533031251,0,0,3.25271755897966,-0.0262023226246586,3.12530178496549,-0.0657799211553604,2.27854264107892,-0.70065501720979,3.12811713404443,-0.0846708889462185,0.975815267693898,0.947585314390773,0.937590535489646,0.683562792323677,0.93843514021333,0.0382247322042517,0.29225247537022,0.0373801274805682,-0.0262023226246586,0
161,80.5,1,0.0127476839041425,0.110095070037724,0,0,3.2506999686611,-0.041478284620461,3.12727885051841,-0.0648808051381241,3.19765191159179,0.0343652275278777,3.12169906254902,-0.0780060588239581,0.975209990598331,1.08530506063605,0.938183655155522,0.959295573477538,0.936509718764706,0.0370263354428084,0.0159144171207922,0.0387002718336245,-0.041478284620461,0
162,81,1,-0.000291211097120836,-0.060749620812338,0,0,3.23401169344231,-0.0287306007163185,3.20292898605153,-0.0516459738879663,3.8947578058486,0.385166830987235,3.37855411546227,0.0303739192316409,0.970203508032693,0.909453887220355,0.960878695815458,1.16842734175458,1.01356623463868,0.00932481221723547,-0.198223833721888,-0.0433627266059878,-0.0287306007163185,0
163,81.5,1,-0.00280269290790018,0.189029328430031,-0,0,3.2350775846933,-0.0290218118134393,3.16289042052354,-0.0562720761303591,2.83309455252344,-0.335797162697866,3.20548318000513,-0.0454597311138865,0.97052327540799,1.15955260383802,0.948867126157061,0.849928365757033,0.961644954001538,0.0216561492509282,0.120594909650957,0.00887832140645117,-0.0290218118134393,0
164,82,1,0.015669942111292,0.0582534454691523,0,-0,3.23553249747187,-0.0318245047213395,3.27047459908926,-0.0373191118446622,4.17580550354098,0.526175071599505,3.55931965489754,0.0986928107369097,0.970659749241561,1.02891319471071,0.981142379726779,1.25274165106229,1.06779589646926,-0.0104826304852182,-0.282081901820734,-0.0971361472277025,-0.0318245047213395,0
165,82.5,1,-0.00408300871328552,-0.150358187674712,-0,-0,3.23304824350897,-0.0161545626100475,3.27757200142116,-0.0330217176425339,3.34432678944654,-0.0969477039831979,3.51930285012216,0.0703713168626077,0.969914473052691,0.819556285377979,0.983271600426348,1.00329803683396,1.05579085503665,-0.0133571273736575,-0.0333835637812725,-0.0858763819839585,-0.0161545626100475,0
166,83,1,0.0103801921617583,-0.118074201370237,0,0,3.24697920784623,-0.020237571323333,3.17368582212461,-0.0477493132656067,2.33705388089833,-0.608471895428443,3.10304206009654,-0.10169789682096,0.974093762353869,0.856019560983632,0.952105746637382,0.701116164269498,0.930912618028963,0.0219880157164872,0.272977598084371,0.0431811443249062,-0.020237571323333,0
167,83.5,1,-0.00119475330740394,0.0563628994615758,0,-0,3.25264787416903,-0.00985737916157468,3.12242161993528,-0.0563930891201635,2.79213464622352,-0.177231667617178,2.93384265184705,-0.156248716604739,0.975794362250708,1.03215726171228,0.936726485980584,0.837640393867057,0.880152795554114,0.0390678762701245,0.138153968383651,0.0956415666965943,-0.00985737916157468,0
168,84,1,-0.00387742107959902,-0.0171595217337648,0,-0,3.26699613275674,-0.0110521324689786,3.18036052212407,-0.0478082730051211,3.73748029421202,0.364289694612934,3.17466472547093,-0.0455312673930594,0.980098839827023,0.962939318093258,0.954108156637221,1.1212440882636,0.952399417641277,0.0259906831898018,-0.141145248436582,0.0276994221857458,-0.0110521324689786,0
169,84.5,1,0.00424485125409024,0.119378062143919,0,-0,3.27584516046074,-0.0149295535485776,3.18316904261634,-0.047013834349461,3.1990664544195,-0.0764197191248033,3.19595656113575,-0.0378541844593641,0.982753548138223,1.10213161028214,0.954950712784902,0.959719936325851,0.958786968340726,0.0278028353533203,0.0230336118123715,0.0239665797974964,-0.0149295535485776,0
170,85,1,0.0131110329418224,-0.139154113344595,-0,-0,3.27816205877394,-0.0106847022944874,3.25995092140783,-0.0337736512855784,3.86593118559764,0.320044425772097,3.46074532974594,0.0665555971413988,0.983448617632182,0.844294504287588,0.977985276422349,1.15977935567929,1.03822359892378,0.00546334120983394,-0.176330738047109,-0.0547749812915986,-0.0106847022944874,0
171,85.5,1,0.019450345468283,0.00159491511796653,0,0,3.28402873884727,0.00242633064733499,3.1766632106592,-0.0458002819631366,2.46882930478044,-0.558243346291634,3.13539220040486,-0.0746990332568124,0.985208621654181,0.986803536772148,0.952998963197761,0.740648791434132,0.940617660121457,0.0322096584564208,0.24455983022005,0.0445909615327243,0.00242633064733499,0
172,86,1,0.00414274290867833,-0.0953593150395404,-0,-0,3.30124644784043,0.021876676115618,3.19595047940171,-0.0427592708664494,3.38506132755874,0.127034257092929,3.20430865267838,-0.0410580318993342,0.990373934352128,0.895014619312587,0.958785143820514,1.01551839826762,0.961292595803513,0.0315887905316133,-0.0251444639154957,0.0290813385486147,0.021876676115618,0
173,86.5,1,-0.00627081303362424,-0.00178483990927989,-0,0,3.33274918960392,0.0260194190242963,3.16028682118704,-0.0484959760563952,2.90171945557234,-0.208439839608699,3.08108119309271,-0.0893337745893626,0.999824756881175,0.998039916971895,0.948086046356111,0.870515836671702,0.924324357927814,0.0517387105250636,0.129308920209472,0.0755003989533601,0.0260194190242963,0
174,87,1,0.0166148054605789,-0.113892077457811,-0,0,3.35894385174704,0.0197486059906721,3.1904316963473,-0.0440021972921768,3.45227669323572,0.146578285278288,3.20186444984968,-0.0356406241783684,1.00768315552411,0.8937910780663,0.957129508904189,1.03568300797072,0.960559334954904,0.0505536466199219,-0.0279998524466063,0.0471238205692074,0.0197486059906721,0
175,87.5,1,0.0155325517499231,-0.0904502435220104,-0,0,3.3710093022136,0.036363411451251,3.15541193037597,-0.0497000319533812,2.86273326085826,-0.248438928511303,3.08389349240994,-0.0842734787112351,1.01130279066408,0.920852547142069,0.946623579112792,0.858819978257479,0.925168047722983,0.0646792115512879,0.1524828124066,0.0861347429410962,0.036363411451251,0
176,88,1,0.000921601284949093,0.130531041470828,0,-0,3.39606992300077,0.0518959632011741,3.14530000374324,-0.0520183571356483,3.06169340782453,-0.0757445931709619,3.06658141732853,-0.0874168154069685,1.01882097690023,1.14935201837106,0.943590001122971,0.918508022347358,0.91997442519856,0.0752309757772593,0.100312954552873,0.0988465517016711,0.0518959632011741,0
177,88.5,1,0.0056445908341721,0.284718371277912,0,0,3.42914490930171,0.0528175644861232,3.25978081958694,-0.033508300313734,4.20698460443349,0.566908954432235,3.47752577227929,0.079657894068655,1.02874347279051,1.31346184406843,0.977934245876082,1.26209538133005,1.04325773168379,0.0508092269144316,-0.233351908539535,-0.0145142588932721,0.0528175644861232,0
178,89,1,0.0143250893987869,0.137925221092276,-0,-0,3.45321900099732,0.0584621553202953,3.42785612935259,-0.00332471740134439,4.76536481029478,0.709909595883859,4.00672035591862,0.276469940752885,1.0359657002992,1.17389092139147,1.02835683880578,1.42960944308843,1.20201610677559,0.00760886149341977,-0.393643742789237,-0.166050406476391,0.0584621553202953,0
179,89.5,1,0.0127265489531897,0.0049308834479299,0,0,3.47571545601842,0.0727872447190822,3.47403990110935,0.00976732054709819,3.78332994868424,-0.00199289232087663,4.02987987637967,0.255984037522289,1.04271463680553,1.04764552025346,1.0422119703328,1.13499898460527,1.2089639629139,0.000502666472722346,-0.0922843477997453,-0.166249326108374,0.0727872447190822,0
180,90,1,0.00490891823736839,-0.139024505353048,0,-0,3.50578806393198,0.0855137936722719,3.44450237204108,0.0102561149277119,3.21512434523876,-0.245178830565334,3.78268966718837,0.138482447380985,1.05173641917959,0.912711913826545,1.03335071161232,0.964537303571629,1.13480690015651,0.018385707567268,0.0871991156079641,-0.0830704809769194,0.0855137936722719,0
181,90.5,1,-0.0050425315847848,0.0879487290064919,-0,0,3.53956543842466,0.0904227119096403,3.35686221057994,-0.000596378801544317,2.74957612011239,-0.389457092721986,3.38131153374867,-0.0232877360264524,1.0618696315274,1.14981836053389,1.00705866317398,0.824872836033716,1.0143934601246,0.0548109683534146,0.236996795493681,0.0474761714027958,0.0904227119096403,0
182,91,1,0.00346304798146404,-0.0812613331233848,-0,0,3.5681185188069,0.0853801803248555,3.42558811289874,0.0122460794193625,4.1393150348219,0.515168531920107,3.59061634692096,0.0753534415127654,1.07043555564207,0.989174222518685,1.02767643386962,1.24179451044657,1.07718490407629,0.0427591217724483,-0.171358954804502,-0.0067493484342187,0.0853801803248555,0
183,91.5,1,-0.00977362115191249,-0.13512047105298,0,0,3.58306314348968,0.0888432283063195,3.38955786005428,0.00878247554635148,3.16564823702076,-0.188108690055935,3.42827225374044,0.011247968747908,1.07491894304691,0.939798471993925,1.01686735801628,0.949694471106229,1.02848167612213,0.058051585030622,0.125224471940676,0.0464372669247743,0.0888432283063195,0
184,92,1,-0.00522867768184696,-0.0625001340089647,0,-0,3.5969874287491,0.079069607154407,3.34023869088474,0.00184946877221975,2.97899422962699,-0.215658459797172,3.24929937863978,-0.0533473579366159,1.07909622862473,1.01659609461576,1.00207160726542,0.893698268888098,0.974789813591934,0.0770246213593073,0.185397959736631,0.104306415032795,0.079069607154407,0
185,92.5,1,-0.00621440253600018,0.0167418678689564,-0,0,3.59696080727878,0.0738409294725601,3.34778761158908,0.00315607088349601,3.4763132613868,0.126480495761781,3.29740790848166,-0.0228963790083473,1.07908824218363,1.09583011005259,1.00433628347672,1.04289397841604,0.989222372544497,0.0747519587069088,0.0361942637675912,0.0898658696391357,0.0738409294725601,0
186,93,1,-0.00168014642014528,0.0438678463373759,-0,-0,3.5917134945677,0.0676265269365599,3.39555948421443,0.0113867246813905,3.82121496250795,0.273850985697002,3.47971883397149,0.0547548707308685,1.07751404837031,1.12138189470769,1.01866784526433,1.14636448875239,1.04391565019145,0.0588462031059818,-0.0688504403820751,0.0335983981788643,0.0676265269365599,0
187,93.5,1,-0.00443871806883208,0.123358480432176,-0,0,3.58182597313395,0.0659463805164146,3.44323362225022,0.0206267336829364,3.82537678588557,0.204301190303978,3.63183989066148,0.111179956188039,1.07454779194019,1.19790627237236,1.03297008667506,1.14761303576567,1.08955196719845,0.0415777052651207,-0.0730652438254848,-0.0150041752582597,0.0659463805164146,0
188,94,1,1.5354592219969,-0.0441829331302154,0,-0,3.57322456171018,0.0615076624475825,3.51913633481287,0.0354641570810099,4.13033367408903,0.344314045229685,3.8510829219884,0.190103375895172,1.07196736851305,1.02778443538284,1.05574090044386,1.23910010222671,1.15532487659652,0.0162264680691921,-0.167132733713655,-0.0833575080834672,0.0615076624475825,1
189,94.5,1,-0.00229953042693657,-0.0453174944165822,-0,-0,3.56276485564471,1.59696688444448,3.48390200019723,0.0329492334633105,3.19240391526161,-0.243973999079708,3.65325497662656,0.097205103367986,1.06882945669341,1.02351196227683,1.04517060005917,0.957721174578484,1.09597649298797,0.0236588566342424,0.111108282114928,-0.0271470362945549,1.59696688444448,0
190,95,1,0.000164850416190792,-0.059529529933416,-0,-0,5.09090228339578,1.59466735401754,3.46009257873345,0.0310008533813846,3.31547995639791,-0.0608170452830418,3.52232380543213,0.0444231805637574,1.52727068501873,1.46774115508532,1.03802777362004,0.994643986919372,1.05669714162964,0.489242911398697,0.532626698099361,0.470573543389094,1.59466735401754,0
191,95.5,1,-0.00955705786810853,-0.0923213662013247,-0,0,6.15829895239459,1.59483220443373,3.68297588147099,0.0696572546655849,5.59542707777421,1.25625239867016,4.25970607621759,0.34382059850665,1.84748968571838,1.75516831951705,1.1048927644413,1.67862812333226,1.27791182286528,0.742596921277079,0.168861562386111,0.5695778628531,1.59483220443373,0
192,96,1,-0.00869864272301986,0.110568046647052,0,0,6.90564147110994,1.58527514656563,3.99565831959252,0.128155113672397,6.55088620454323,1.46933495424742,5.1960284698525,0.691446054945562,2.07169244133298,2.18226048798003,1.19869749587776,1.96526586136297,1.55880854095575,0.872994945455228,0.106426579970014,0.512883900377234,1.58527514656563,0
193,96.5,1,0.00500615908354885,-0.241655898537951,0,0,7.41922417634259,1.57657650384261,4.45135318430311,0.216635033895724,8.12613275183702,2.07343282557334,6.46570878716002,1.1455577730102,2.22576725290278,1.98411135436482,1.33540595529093,2.43783982555111,1.93971263614801,0.890361297611843,-0.212072572648331,0.28605461675477,1.57657650384261,0
194,97,1,-0.0083224937022863,0.0207132172396235,0,-0,7.77003342728242,1.58158266292616,4.67966012778204,0.274991643913946,6.52192969637417,0.810284480027893,6.75252767551327,1.17789703877966,2.33101002818472,2.35172324542435,1.40389803833461,1.95657890891225,2.02575830265398,0.927111989850113,0.374431119272475,0.305251725530743,1.58158266292616,0
195,97.5,1,-0.00065319778802532,-0.028253733470631,0,0,8.02060606202385,1.57326016922387,5.05787013723311,0.36025664410435,8.32623520218888,1.91033869000933,7.49915664313144,1.41532431909662,2.40618181860715,2.37792808513652,1.51736104116993,2.49787056065666,2.24974699293943,0.888820777437222,-0.0916887420495107,0.156434825667721,1.57326016922387,0
196,98,1,0.00280897355414042,-0.123383415340077,0,0,8.18768441264056,1.57260697143584,5.36119627246658,0.43767202472388,8.14661643240395,1.5764272228321,7.89850882411065,1.50868923082534,2.45630532379217,2.33292190845209,1.60835888173997,2.44398492972118,2.36955264723319,0.847946442052194,0.0123203940709846,0.0867526765589748,1.57260697143584,0
197,98.5,1,0.00373249120461141,0.023892145884162,-0,-0,8.30398606028423,1.57541594498998,5.57817350555498,0.502852678444004,7.73080457629124,1.26723553556473,7.97083878674337,1.48200802820618,2.49119581808527,2.51508796396943,1.67345205166649,2.31924137288737,2.39125163602301,0.817743766418776,0.171954445197898,0.0999441820622584,1.57541594498998,0
198,99,1,-0.00251453943612047,0.0096611008432347,-0,-0,8.38820618718895,1.5791484361946,5.85787591163068,0.578565041531528,8.6455805259676,1.81245875433086,8.28744611443623,1.57220828808343,2.51646185615668,2.52612295699992,1.7573627734892,2.59367415779028,2.48623383433087,0.759099082667481,-0.0772123016335966,0.0302280218258151,1.5791484361946,0
199,99.5,1,-0.00633767734730403,-0.228109024798535,-0,-0,8.45089276722686,1.57663389675847,6.09038914374678,0.647721608272978,8.5309037625059,1.62440093354905,8.4461697833897,1.60126284170828,2.53526783016806,2.30715880536952,1.82711674312403,2.55927112875177,2.53385093501691,0.708151087044024,-0.024003298583712,0.00141689515114596,1.57663389675847,0
200,100,1,0.0124901886541316,0.0736738842629356,-0,-0,8.49225883381727,1.57029621941117,6.16783166471246,0.690905505707376,7.35150027633651,0.922537849358417,8.10014380474828,1.43614417786056,2.54767765014518,2.62135153440812,1.85034949941374,2.20545008290095,2.43004314142448,0.697328150731444,0.342227567244229,0.117634508720697,1.57029621941117,0
201,100.5,1,0.00546672254290862,-0.177351025334912,-0,0,8.51487740308326,1.5827864080653,6.42089809638755,0.760263746202302,9.12165389541891,2.08037841644406,8.45515037030262,1.57548993406942,2.55446322092498,2.37711219559007,1.92626942891626,2.73649616862567,2.53654511109078,0.628193792008715,-0.182032947700694,0.0179181098341941,1.5827864080653,0
202,101,1,-0.00699334721895402,-0.112966361390048,-0,-0,8.54320059022359,1.58825313060821,6.49610752468442,0.800820916763573,7.69146452038947,1.07987855852551,8.20332370712693,1.45936172961092,2.56296017706708,2.44999381567703,1.94883225740532,2.30743935611684,2.46099711213808,0.614127919661751,0.255520820950235,0.101963064928996,1.58825313060821,0
203,101.5,1,0.936400882395457,0.00299751470944488,0,-0,8.56849354376472,1.58125978338926,6.61623343686972,0.845904693858484,8.16761295969023,1.47674020856212,8.18162066884294,1.4513471169625,2.57054806312942,2.57354557783886,1.98487003106092,2.45028388790707,2.45448620065288,0.5856780320685,0.120264175222347,0.116061862476535,1.58125978338926,1
204,102,1,0.00142563675944138,0.0124267874494896,0,0,8.57920526402456,2.51766066578471,6.79222809872196,0.898861104209835,8.8025412287329,1.81989213662915,8.39562038573366,1.53806792773819,2.57376157920737,2.58618836665686,2.03766842961659,2.64076236861987,2.5186861157201,0.53609314959078,-0.0670007894125022,0.0550754634872708,2.51766066578471,0
205,102.5,1,-0.00129000137779446,0.103422613305898,0,0,9.5231043506019,2.51908630254415,6.94689625364942,0.948205173333799,8.71227059079188,1.66796193020163,8.53811184397505,1.58723541096193,2.85693130518057,2.96035391848647,2.08406887609483,2.61368117723757,2.56143355319252,0.772862429085745,0.243250127943006,0.295497751988055,2.51908630254415,0
206,103,1,-0.0084595873943217,0.0612581209290703,-0,0,10.1852593479655,2.51779630116636,7.27987270848268,1.02703452261393,10.4778749385998,2.63307460741442,9.29145899632463,1.87780217127,3.05557780438965,3.11683592531872,2.1839618125448,3.14336248157993,2.78743769889739,0.871615991844844,-0.0877846771902853,0.268140105492258,2.51779630116636,0
