u1,u2,u3,Time,Filename,sim_model,nT,t,BASE_ORE_DENSITY,BASE_ORE_HARDNESS,BASE_ORE_MIX,C_FLOW,FEED_WATER_RATIO,HC1_PRESS,PB1_LEVEL,SAG_CC,SAG_F_ORE,SAG_F_P80,SAG_F_SD_1,SAG_F_SD_2,SAG_F_SD_3,SAG_F_SD_4,SAG_F_SD_5,SAG_F_SD_6,SAG_F_SD_7,SAG_F_SD_8,SAG_F_SD_9,SAG_F_SD_10,SAG_F_SD_11,SAG_F_SD_12,SAG_F_SD_13,SAG_F_SD_14,SAG_F_SD_15,SAG_F_SD_16,SAG_F_SD_17,SAG_F_SD_18,SAG_F_SD_19,SAG_F_SD_20,SAG_F_SD_21,SAG_F_SD_22,SAG_F_SD_23,SAG_F_SD_24,SAG_F_SOL,SAG_F_WATER,SAG_H_ORE_1,SAG_H_ORE_2,SAG_H_ORE_3,SAG_H_ORE_4,SAG_H_ORE_5,SAG_H_ORE_6,SAG_H_ORE_7,SAG_H_ORE_8,SAG_H_ORE_9,SAG_H_ORE_10,SAG_H_ORE_11,SAG_H_ORE_12,SAG_H_ORE_13,SAG_H_ORE_14,SAG_H_ORE_15,SAG_H_ORE_16,SAG_H_ORE_17,SAG_H_ORE_18,SAG_H_ORE_19,SAG_H_ORE_20,SAG_H_ORE_21,SAG_H_ORE_22,SAG_H_ORE_23,SAG_H_ORE_24,SAG_H_WATER,SAG_IN_HARDNESS,SAG_IN_SOL,SAG_J,SAG_J_SP,SAG_Nc,SAG_OF_ORE,SAG_OF_P80,SAG_OF_SD_1,SAG_OF_SD_2,SAG_OF_SD_3,SAG_OF_SD_4,SAG_OF_SD_5,SAG_OF_SD_6,SAG_OF_SD_7,SAG_OF_SD_8,SAG_OF_SD_9,SAG_OF_SD_10,SAG_OF_SD_11,SAG_OF_SD_12,SAG_OF_SD_13,SAG_OF_SD_14,SAG_OF_SD_15,SAG_OF_SD_16,SAG_OF_SD_17,SAG_OF_SD_18,SAG_OF_SD_19,SAG_OF_SD_20,SAG_OF_SD_21,SAG_OF_SD_22,SAG_OF_SD_23,SAG_OF_SD_24,SAG_OF_SOL,SAG_POW,SAG_PUMP_ORE,SAG_PUMP_P80,SAG_PUMP_SD_1,SAG_PUMP_SD_2,SAG_PUMP_SD_3,SAG_PUMP_SD_4,SAG_PUMP_SD_5,SAG_PUMP_SD_6,SAG_PUMP_SD_7,SAG_PUMP_SD_8,SAG_PUMP_SD_9,SAG_PUMP_SD_10,SAG_PUMP_SD_11,SAG_PUMP_SD_12,SAG_PUMP_SD_13,SAG_PUMP_SD_14,SAG_PUMP_SD_15,SAG_PUMP_SD_16,SAG_PUMP_SD_17,SAG_PUMP_SD_18,SAG_PUMP_SD_19,SAG_PUMP_SD_20,SAG_PUMP_SD_21,SAG_PUMP_SD_22,SAG_PUMP_SD_23,SAG_PUMP_SD_24,SAG_PUMP_SOL,SAG_P_HARDNESS,SAG_P_ORE,SAG_P_P80,SAG_P_SD_1,SAG_P_SD_2,SAG_P_SD_3,SAG_P_SD_4,SAG_P_SD_5,SAG_P_SD_6,SAG_P_SD_7,SAG_P_SD_8,SAG_P_SD_9,SAG_P_SD_10,SAG_P_SD_11,SAG_P_SD_12,SAG_P_SD_13,SAG_P_SD_14,SAG_P_SD_15,SAG_P_SD_16,SAG_P_SD_17,SAG_P_SD_18,SAG_P_SD_19,SAG_P_SD_20,SAG_P_SD_21,SAG_P_SD_22,SAG_P_SD_23,SAG_P_SD_24,SAG_P_SOL,SAG_UF_ORE,SAG_UF_P80,SAG_UF_SD_1,SAG_UF_SD_2,SAG_UF_SD_3,SAG_UF_SD_4,SAG_UF_SD_5,SAG_UF_SD_6,SAG_UF_SD_7,SAG_UF_SD_8,SAG_UF_SD_9,SAG_UF_SD_10,SAG_UF_SD_11,SAG_UF_SD_12,SAG_UF_SD_13,SAG_UF_SD_14,SAG_UF_SD_15,SAG_UF_SD_16,SAG_UF_SD_17,SAG_UF_SD_18,SAG_UF_SD_19,SAG_UF_SD_20,SAG_UF_SD_21,SAG_UF_SD_22,SAG_UF_SD_23,SAG_UF_SD_24,SAG_UF_SOL,SAG_WT,TONNAGE,WATER_ADDITION_2
0.72,30,0.2283,18-Apr-2022 23:09:18,sim_ss_CL_rc_02_04_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,114.678568910231,0.341,8.37910345431025,49.9924444807064,219.010515287245,114.678568910231,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,39.1053919983889,0.135139288583634,0.148680532468974,0.211628075125075,0.56348790419885,2.30862003522964,3.2092255760736,2.30652588532335,1.82803191032102,1.72042258842419,1.73225526196533,1.88720213388805,2.09663067387613,2.33890202355217,2.60896645795619,2.89914677890494,3.30597588394559,3.71922351288641,4.09603561939477,4.30854565373124,4.27821920709856,3.9715177620984,3.42206763482213,2.69959142298776,11.3951789150588,7.74822237337448,1,82.2806258565685,30.0683113402943,30,0.72,114.741876323786,103.110490542489,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.96,99.66,98.52,95.49,89.66,80.87,69.98,58.52,48.13,38.006670156376,2232.07552157012,333.752391611031,504.234156205181,100,100,100,100,100,100,99.97,99.86,99.63,99.14,98.25,96.8,94.62,91.63,87.74,82.96,77.09,70.13,62.18,53.58,44.89,36.71,29.6,23.95,60.2805260556025,1,333.751548446187,504.234156205181,100,100,100,100,100,100,99.97,99.86,99.63,99.14,98.25,96.8,94.62,91.63,87.74,82.96,77.09,70.13,62.18,53.58,44.89,36.71,29.6,23.95,82.2832371098165,219.010515287245,797.839827286648,100,100,100,100,100,100,99.96,99.79,99.44,98.7,97.33,95.12,91.8,87.25,81.32,74.06,65.27,55.26,44.72,34.68,26.03,19.28,14.44,11.28,86.9896947562789,272.175266387381,114.678568910231,300
0.72,34,0.2283,18-Apr-2022 23:09:18,sim_ss_CL_rc_02_05_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,119.99466698781,0.341,8.42352492609163,49.9955875168217,223.059300283314,119.99466698781,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,40.9181814428434,0.170671265406741,0.187772627875772,0.267270269265735,0.711640522438119,2.91553964414997,4.05281862003459,2.91280081582452,2.3085263780937,2.17262544944884,2.18755698321427,2.38321526068172,2.64766594581056,2.95357725468736,3.29437601811259,3.65897856132615,4.16382712260328,4.6609381778844,5.09065793696506,5.29890399967669,5.20463596601105,4.78439242964422,4.09112305268895,3.21278912640968,13.9165022760119,7.93994286272005,1,82.3404481189489,34.0388290253204,34,0.72,120.032660065052,107.854126852046,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.55,98.17,94.78,88.56,79.55,68.68,57.46,47.43,39.4755325125773,2291.26032262106,343.091960348365,519.5231728027,100,100,100,100,100,100,99.97,99.86,99.62,99.12,98.2,96.71,94.47,91.41,87.41,82.51,76.5,69.41,61.36,52.77,44.17,36.16,29.25,23.78,61.2900194991571,1,343.091406772508,519.5231728027,100,100,100,100,100,100,99.97,99.86,99.62,99.12,98.2,96.71,94.47,91.41,87.41,82.51,76.5,69.41,61.3609090909091,52.77,44.17,36.16,29.25,23.78,82.3419911647861,223.059300283314,825.140566149597,100,100,100,100,100,100,99.96,99.78,99.42,98.65,97.23,94.94,91.5,86.78,80.64,73.13,64.09,53.93,43.39,33.51,25.13,18.66,14.06,11.05,87.2293479310874,288.424571843078,119.99466698781,300
0.72,29,0.2283,18-Apr-2022 23:09:19,sim_ss_CL_rc_02_06_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,113.353318665609,0.341,8.36887801425742,49.9919648706779,218.17386831436,113.353318665609,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,38.6534816649726,0.126670010581354,0.139362651646995,0.198365310242311,0.528174326079982,2.1639486405618,3.00812947479496,2.16199879038688,1.71348828677189,1.61262260982236,1.62371536104317,1.76895544946775,1.96526466816087,2.19236053445807,2.44553388740582,2.71778196491828,3.10041211489942,3.49149707461288,3.85174545611373,4.06000055403662,4.03954186131072,3.75586674730376,3.23914168613303,2.55535975944164,10.7251402147854,7.69325980932402,1,82.2834752250071,29.0727802645862,29,0.72,113.421625307616,102.233259980824,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.96,99.69,98.59,95.63,89.88,81.14,70.24,58.72,48.25,37.637783968203,2213.45566622491,331.595493621976,501.56363893405,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.25,96.81,94.64,91.67,87.79,83.04,77.19,70.25,62.3,53.7,44.98,36.77,29.62,23.94,60.0442119627995,1.00000002535077,331.594645990152,501.56363893405,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.25,96.81,94.64,91.67,87.79,83.04,77.19,70.25,62.3,53.7,44.98,36.77,29.62,23.94,82.2863022142201,218.17386831436,792.496857114512,100,100,100,100,100,100,99.96,99.79,99.45,98.71,97.35,95.16,91.85,87.34,81.45,74.24,65.5,55.52,44.98,34.9,26.19,19.37,14.49,11.3,86.9558848566939,268.114160520396,113.353318665609,300
0.72,35,0.2283,18-Apr-2022 23:09:27,sim_ss_CL_rc_02_07_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,121.278283035789,0.341,8.43495055032397,49.9963268203259,224.175603312226,121.278283035789,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,41.355894515204,0.179993989970413,0.198029432371552,0.281869396604138,0.750512014557969,3.07477786202829,4.27415015598504,3.07186673825142,2.43459152110175,2.29126760266008,2.30701174821055,2.51335067966028,2.79223627499502,3.1148418894995,3.47416425918727,3.85806072321387,4.38768099848605,4.90447564205012,5.34406522755497,5.5460662682486,5.42998601736648,4.97631387945508,4.24405247090479,3.32644667738153,14.5094810384976,7.98092197961499,1,82.3685587741687,35.0319203023231,35,0.72,121.310620286756,109.418085500703,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.51,98.07,94.57,88.25,79.17,68.3081818181818,57.16,47.23,39.8278998666893,2302.29412292102,345.486223598981,524.301183418489,100,100,100,100,100,100,99.97,99.85,99.62,99.11,98.18,96.69,94.43,91.34,87.31,82.37,76.31,69.18,61.11,52.51,43.93,35.97,29.11,23.7,61.5452660098644,1,345.485754436191,524.301183418489,100,100,100,100,100,100,99.97,99.85,99.62,99.11,98.18,96.69,94.43,91.34,87.31,82.37,76.31,69.18,61.11,52.51,43.93,35.97,29.11,23.7,82.3698673374837,224.175603312226,832.964738427549,100,100,100,100,100,100,99.96,99.78,99.42,98.63,97.2,94.89,91.41,86.65,80.44,72.87,63.76,53.54,43,33.17,24.86,18.47,13.93,10.97,87.307353167196,292.502037763949,121.278283035789,300
0.82,32,0.2283,18-Apr-2022 23:09:27,sim_ss_CL_rc_03_01_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,127.368121674568,0.341,8.45424820878353,50.0050459236612,222.197006343185,127.368121674568,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,43.4325294910276,0.145760437337002,0.160365045366892,0.228257803057804,0.607759442041136,2.48977852322504,3.46074316662249,2.48719066267778,1.97119110312279,1.8551305378445,1.86784946932409,2.03487326229687,2.26061074319806,2.52171977503954,2.81245781987573,3.12280309481864,3.55108210054883,3.97246115456993,4.34411556361634,4.54721975362921,4.5198768466984,4.23584118770841,3.72005640702416,3.02029841751488,13.1866987332778,8.42618903251011,1,81.7350796401072,31.9561177847943,32,0.82,127.325725735194,105.721501069738,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.92,99.51,98.1,94.75,88.74,80.08,69.56,58.5,48.32,41.4582908299172,2501.34867087955,349.522732078379,495.557619025891,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.27,96.84,94.69,91.74,87.9,83.2,77.43,70.62,62.9,54.6,46.2,38.22,31.14,25.36,61.9723736093591,1,349.523252041823,495.557619025891,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.27,96.84,94.69,91.74,87.9,83.2,77.43,70.62,62.9,54.6,46.2,38.22,31.14,25.36,81.7333660065864,222.197006343185,811.530104616561,100,100,100,100,100,100,99.96,99.78,99.43,98.67,97.28,95.03,91.64,87.01,80.98,73.61,64.7736363636364,54.88,44.65,35.04,26.78,20.26,15.47,12.2,86.4983645057556,278.786153359038,127.368121674568,300
0.82,31,0.2283,18-Apr-2022 23:09:28,sim_ss_CL_rc_03_02_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,126.082049454587,0.341,8.44430679239861,50.0043070212539,221.398885336638,126.082049454587,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,42.9939788640143,0.137352940943309,0.151127522875426,0.215087903001691,0.572722768365322,2.34623649422409,3.26123995847697,2.3438157178085,1.85756248954297,1.74819344837918,1.76018131014602,1.91758008972463,2.13030986771556,2.37637595435948,2.65041703227047,2.94327529535636,3.34855338926957,3.74983983451074,4.10721472388949,4.30720508045591,4.28879250377224,4.02480574505585,3.53763297314506,2.87259104702827,12.4793957495146,8.37077355966332,1,81.7402207494752,30.9625461459612,31,0.82,126.04554378391,104.858058498754,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.53,98.18,94.9,88.96,80.33,69.79,58.68,48.44,41.1096655397489,2483.98220139815,347.444429120548,493.153443465678,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.86,94.71,91.78,87.96,83.27,77.52,70.74,63.02,54.71,46.29,38.28,31.17,25.36,61.7529674346494,1,347.444849324067,493.153443465678,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.86,94.71,91.78,87.96,83.27,77.52,70.74,63.02,54.71,46.29,38.28,31.17,25.36,81.7387405181949,221.398885336638,806.654283700802,100,100,100,100,100,100,99.96,99.78,99.44,98.68,97.29,95.06,91.7,87.1,81.1,73.78,64.99,55.11,44.87,35.22,26.91,20.33,15.5,12.21,86.4744964669897,274.734106675587,126.082049454587,300
0.82,33,0.2283,18-Apr-2022 23:09:29,sim_ss_CL_rc_03_03_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,128.662951263691,0.341,8.46462043414729,50.0056976398139,223.073446984307,128.662951263691,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,43.8740663809187,0.154343062750478,0.169807567533365,0.241697856247412,0.643544549818111,2.6363656822992,3.6644795637753,2.6336076042265,2.08723051845665,1.96433640011764,1.97780181696525,2.15465469382688,2.39367562093677,2.67014573278969,2.97791938401411,3.3060263859722,3.75742511177284,4.19844532577692,4.58317372206212,4.78749316598466,4.7490030343182,4.44286624518153,3.89704144788723,3.16210873350071,13.8788924305359,8.4790603767415,1,81.7372590304262,32.9506299596665,33,0.82,128.615047402545,106.848447540134,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.91,99.47,98.01,94.59,88.51,79.8,69.29,58.28,48.18,41.808634006735,2517.06062659926,351.688494386852,498.709523118607,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.26,96.82,94.66,91.7,87.84,83.11,77.31,70.49,62.75,54.46,46.07,38.12,31.09,25.34,62.1998884588813,1,351.68910571413,498.709523118607,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.26,96.82,94.66,91.7,87.84,83.11,77.31,70.49,62.75,54.46,46.07,38.12,31.09,25.34,81.7353289114647,223.073446984307,817.476567972604,100,100,100,100,100,100,99.96,99.78,99.43,98.66,97.26,94.99,91.58,86.91,80.83,73.42,64.5318181818182,54.62,44.4,34.82,26.62,20.15,15.41,12.17,86.5334663907677,282.846969309583,128.662951263691,300
0.82,30,0.2283,18-Apr-2022 23:09:30,sim_ss_CL_rc_03_04_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,124.82016463274,0.341,8.43496727088521,50.0035401910237,220.700189751085,124.82016463274,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,42.5636761397642,0.129115024386103,0.142095133065339,0.202177385738112,0.538420582973779,2.2056713892266,3.0658747925558,2.20341402313075,1.74629010412525,1.64347368884227,1.65474540408703,1.80271841701067,2.00270966946344,2.23404342798667,2.49171965486078,2.76736531344644,3.14976886612099,3.53052001528871,3.8723985539695,4.06733309151929,4.05556905209552,3.80952042378497,3.34950737717365,2.71874885102807,11.7566414709364,8.31285340572237,1,81.7539549283543,29.9693806766862,30,0.82,124.789535298306,104.139531664913,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.56,98.24,95.03,89.14,80.54,69.99,58.83,48.54,40.7669376770979,2464.95527110069,345.489725049391,491.335301853117,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.87,94.73,91.8,87.99,83.32,77.59,70.82,63.1,54.79,46.34,38.3,31.16,25.33,61.545638246344,1,345.490044858912,491.335301853117,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.87,94.73,91.8,87.99,83.32,77.59,70.82,63.1,54.79,46.34,38.3,31.16,25.33,81.7527092061147,220.700189751085,802.189380164976,100,100,100,100,100,100,99.96,99.78,99.44,98.69,97.31,95.09,91.75,87.17,81.21,73.93,65.17,55.31,45.05,35.36,27,20.37,15.51,12.21,86.4641283901129,270.68851839463,124.82016463274,300
0.82,34,0.2283,18-Apr-2022 23:09:30,sim_ss_CL_rc_03_05_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,129.953951723875,0.341,8.47528689071419,50.0062153917073,224.011654924857,129.953951723875,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,44.3142975378415,0.163108025773676,0.179450697652985,0.255423449314271,0.680089943425376,2.78606764967977,3.87254565196911,2.7831362697485,2.20573608892151,2.07586321630186,2.09009104126752,2.27698197854185,2.5295687773604,2.82172574008019,3.14688010091491,3.49302337383615,3.96765172104117,4.42784911787356,4.82444841321725,5.0281131615061,4.9763066538892,4.64606233791271,4.0687918953142,3.29821116986699,14.55619144166,8.52929531358768,1,81.7458011591938,33.9464929584927,34,0.82,129.901226239317,108.124017333786,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.9,99.44,97.92,94.41,88.25,79.5,69,58.04,48.02,42.1573134311172,2531.11862375018,353.912881164173,502.145655233417,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.25,96.81,94.63,91.65,87.77,83.01,77.18,70.33,62.58,54.28,45.92,38,31.01,25.3,62.4323779481257,0.999999927103371,353.91356680022,502.145655233417,100,100,100,100,100,100,99.97,99.86,99.64,99.15,98.25,96.81,94.63,91.65,87.77,83.01,77.18,70.33,62.58,54.28,45.92,38,31.01,25.3,81.7436830574877,224.011654924857,823.472138490002,100,100,100,100,100,100,99.96,99.78,99.42,98.65,97.23,94.95,91.51,86.81,80.68,73.21,64.27,54.32,44.11,34.58,26.44,20.03,15.33,12.13,86.5780852068524,286.918436506749,129.953951723875,300
0.82,29,0.2283,18-Apr-2022 23:09:31,sim_ss_CL_rc_03_06_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,123.601777767865,0.341,8.42644808464703,50.0028032931489,220.128183099619,123.601777767866,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,42.1482062188421,0.121087312544757,0.133149215492932,0.18964403052242,0.504780223863495,2.06805414495747,2.87458695166001,2.06594172210793,1.63733913027497,1.54093843320033,1.55150860838157,1.69025201923121,1.87776972535097,2.09467699017117,2.33631681427413,2.59502643564063,2.95469158926927,3.31447236790686,3.63961895631782,3.82749739886992,3.8200172099131,3.58972396575489,3.1553918640708,2.55852070591239,11.0181323792488,8.25239149157458,1,81.7779616128235,28.9761180580939,29,0.82,123.576640534916,103.565176379905,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.94,99.58,98.3,95.13,89.3,80.71,70.14,58.94,48.6,40.4354128971573,2444.2590157255,343.704823634535,490.276187807856,100,100,100,100,100,100,99.98,99.86,99.64,99.16,98.28,96.87,94.74,91.82,88.02,83.35,77.63,70.86,63.14,54.81,46.34,38.27,31.11,25.27,61.3554914570072,1,343.705046517449,490.276187807856,100,100,100,100,100,100,99.98,99.86,99.64,99.16,98.28,96.87,94.74,91.82,88.02,83.35,77.63,70.86,63.14,54.81,46.34,38.27,31.11,25.27,81.7769363386063,220.128183099619,798.920769727017,100,100,100,100,100,100,99.96,99.79,99.44,98.69,97.32,95.11,91.78,87.23,81.29,74.04,65.3,55.45,45.18,35.45,27.04,20.38,15.49,12.18,86.4702395656668,266.647352962604,123.601777767866,300
0.82,35,0.2283,18-Apr-2022 23:09:39,sim_ss_CL_rc_03_07_1_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.2283,131.230710385491,0.341,8.48613761094553,50.006562984357,224.998699126897,131.230710385491,101973.768285834,100,78.08,68.42,61.58,47.44,41.7,33.48,28.63,23.19,18.52,14.96,11.75,9.31,7.2,5.7,4.43,3.45,2.68,2.07,1.61,1.24,0.96,0.74,0.58,74.5712155108128,44.7496722414525,0.172060092359163,0.189299683634312,0.269442060159507,0.717415568346304,2.93896717028062,4.08505787266808,2.93586084542451,2.32677465691934,2.18977399965342,2.20478076148406,2.40192464157482,2.66836776937643,2.97654651207593,3.31943464502399,3.68388983628833,4.1818501812366,4.66074781687734,5.06801253287604,5.26917049530418,5.2019118916585,4.84558689407796,4.2354818961292,3.42876908769604,15.2187588831892,8.57677131929465,1,81.7599915555214,34.944104075467,35,0.82,131.174217604504,109.453348471055,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.9,99.4,97.83,94.23,87.98,79.1881818181818,68.68,57.79,47.84,42.5015895489467,2543.52089065352,356.1729167314,506.165287985583,100,100,100,100,100,100,99.97,99.86,99.63,99.14,98.24,96.78,94.59,91.59,87.68,82.89,77.03,70.15,62.38,54.08,45.73,37.86,30.91,25.25,62.6673687735775,1,356.173660585613,506.165287985583,100,100,100,100,100,100,99.97,99.86,99.63,99.14,98.24,96.78,94.59,91.59,87.68,82.89,77.03,70.15,62.38,54.08,45.73,37.86,30.91,25.25,81.7577289553799,224.998699126897,830.182749144709,100,100,100,100,100,100,99.96,99.78,99.42,98.64,97.21,94.91,91.44,86.69,80.51,72.98,63.99,54.01,43.8,34.31,26.23,19.89,15.24,12.08,86.6309245319735,291.0024803897,131.230710385491,300
0.77,32,0.5,18-Apr-2022 23:11:19,sim_ss_CL_rc_01_01_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,127.01567869565,0.341,8.44445823004713,50.004434255465,220.498580737282,127.01567869565,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,43.3123464352167,0.276211377446628,0.287657603465367,0.331447051358393,0.695911976259315,2.73451647152349,3.51398648300949,2.4865346007945,1.91735648946333,1.78659468641041,1.79289683829235,1.94892355954771,2.17122931611036,2.42949788847386,2.72462028066381,3.03984884205847,3.47603010701146,3.90833391771444,4.29044450428687,4.49821017974661,4.46594574585451,4.16892500452485,3.63893562527477,2.93348688198633,13.5202984928804,8.46441903454636,1,81.5790762941702,31.961989798769,32,0.77,126.977525531331,103.854454312199,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.54,98.2,94.96,89.1,80.61,70.29,59.49,49.6,41.3607256544551,2390.84113507305,347.476106268613,482.282807994546,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.93,94.85,91.98,88.23,83.61,77.91,71.16,63.47,55.18,46.8,38.88,31.9,26.23,61.7563195566606,1,347.476557999925,482.282807994546,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.93,94.85,91.98,88.23,83.61,77.91,71.16,63.47,55.18,46.8,38.88,31.9,26.23,81.5775095494869,220.498580737282,792.422403667376,100,100,100,100,100,100,99.96,99.78,99.44,98.69,97.34,95.17,91.88,87.37,81.46,74.21,65.46,55.59,45.33,35.65,27.34,20.79,16.01,12.77,86.2479776549421,278.738086234796,127.01567869565,300
0.77,31,0.5,18-Apr-2022 23:11:21,sim_ss_CL_rc_01_02_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,125.749383440905,0.341,8.43474625475919,50.00379377947,219.727023806219,125.749383440905,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,42.8805397533487,0.260286489439061,0.271072863641179,0.312337798260605,0.655790316736829,2.57687382660743,3.31142375221106,2.34320413256284,1.8068365347964,1.6836132427907,1.68955394319628,1.83658960549538,2.04608539562691,2.28947427471372,2.56764115742431,2.86507514269947,3.27773789421412,3.68924729365224,4.05643065021059,4.26075720892702,4.23752568539282,3.96093480026387,3.45990930377641,2.78915461098819,12.7895169929973,8.40907206998559,1,81.5851322290749,30.9674782700934,31,0.77,125.716373404758,103.059609373771,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.57,98.27,95.1,89.3,80.84,70.51,59.66,49.72,41.0167897557829,2374.23540144663,345.443397210977,479.86838834901,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.32,96.95,94.87,92.02,88.28,83.68,78,71.26,63.58,55.29,46.89,38.93,31.91,26.22,61.5407145999924,0.999999973940192,345.443761422426,479.86838834901,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.32,96.95,94.87,92.02,88.28,83.68,78,71.26,63.58,55.29,46.89,38.93,31.91,26.22,81.5837722544035,219.727023806219,787.451971654271,100,100,100,100,100,100,99.96,99.78,99.44,98.7,97.36,95.2,91.93,87.45,81.58,74.38,65.66,55.81,45.54,35.82,27.46,20.86,16.04,12.78,86.2265739801067,274.681968262702,125.749383440905,300
