u1,u2,u3,Time,Filename,sim_model,nT,t,BASE_ORE_DENSITY,BASE_ORE_HARDNESS,BASE_ORE_MIX,C_FLOW,FEED_WATER_RATIO,HC1_PRESS,PB1_LEVEL,SAG_CC,SAG_F_ORE,SAG_F_P80,SAG_F_SD_1,SAG_F_SD_2,SAG_F_SD_3,SAG_F_SD_4,SAG_F_SD_5,SAG_F_SD_6,SAG_F_SD_7,SAG_F_SD_8,SAG_F_SD_9,SAG_F_SD_10,SAG_F_SD_11,SAG_F_SD_12,SAG_F_SD_13,SAG_F_SD_14,SAG_F_SD_15,SAG_F_SD_16,SAG_F_SD_17,SAG_F_SD_18,SAG_F_SD_19,SAG_F_SD_20,SAG_F_SD_21,SAG_F_SD_22,SAG_F_SD_23,SAG_F_SD_24,SAG_F_SOL,SAG_F_WATER,SAG_H_ORE_1,SAG_H_ORE_2,SAG_H_ORE_3,SAG_H_ORE_4,SAG_H_ORE_5,SAG_H_ORE_6,SAG_H_ORE_7,SAG_H_ORE_8,SAG_H_ORE_9,SAG_H_ORE_10,SAG_H_ORE_11,SAG_H_ORE_12,SAG_H_ORE_13,SAG_H_ORE_14,SAG_H_ORE_15,SAG_H_ORE_16,SAG_H_ORE_17,SAG_H_ORE_18,SAG_H_ORE_19,SAG_H_ORE_20,SAG_H_ORE_21,SAG_H_ORE_22,SAG_H_ORE_23,SAG_H_ORE_24,SAG_H_WATER,SAG_IN_HARDNESS,SAG_IN_SOL,SAG_J,SAG_J_SP,SAG_Nc,SAG_OF_ORE,SAG_OF_P80,SAG_OF_SD_1,SAG_OF_SD_2,SAG_OF_SD_3,SAG_OF_SD_4,SAG_OF_SD_5,SAG_OF_SD_6,SAG_OF_SD_7,SAG_OF_SD_8,SAG_OF_SD_9,SAG_OF_SD_10,SAG_OF_SD_11,SAG_OF_SD_12,SAG_OF_SD_13,SAG_OF_SD_14,SAG_OF_SD_15,SAG_OF_SD_16,SAG_OF_SD_17,SAG_OF_SD_18,SAG_OF_SD_19,SAG_OF_SD_20,SAG_OF_SD_21,SAG_OF_SD_22,SAG_OF_SD_23,SAG_OF_SD_24,SAG_OF_SOL,SAG_POW,SAG_PUMP_ORE,SAG_PUMP_P80,SAG_PUMP_SD_1,SAG_PUMP_SD_2,SAG_PUMP_SD_3,SAG_PUMP_SD_4,SAG_PUMP_SD_5,SAG_PUMP_SD_6,SAG_PUMP_SD_7,SAG_PUMP_SD_8,SAG_PUMP_SD_9,SAG_PUMP_SD_10,SAG_PUMP_SD_11,SAG_PUMP_SD_12,SAG_PUMP_SD_13,SAG_PUMP_SD_14,SAG_PUMP_SD_15,SAG_PUMP_SD_16,SAG_PUMP_SD_17,SAG_PUMP_SD_18,SAG_PUMP_SD_19,SAG_PUMP_SD_20,SAG_PUMP_SD_21,SAG_PUMP_SD_22,SAG_PUMP_SD_23,SAG_PUMP_SD_24,SAG_PUMP_SOL,SAG_P_HARDNESS,SAG_P_ORE,SAG_P_P80,SAG_P_SD_1,SAG_P_SD_2,SAG_P_SD_3,SAG_P_SD_4,SAG_P_SD_5,SAG_P_SD_6,SAG_P_SD_7,SAG_P_SD_8,SAG_P_SD_9,SAG_P_SD_10,SAG_P_SD_11,SAG_P_SD_12,SAG_P_SD_13,SAG_P_SD_14,SAG_P_SD_15,SAG_P_SD_16,SAG_P_SD_17,SAG_P_SD_18,SAG_P_SD_19,SAG_P_SD_20,SAG_P_SD_21,SAG_P_SD_22,SAG_P_SD_23,SAG_P_SD_24,SAG_P_SOL,SAG_UF_ORE,SAG_UF_P80,SAG_UF_SD_1,SAG_UF_SD_2,SAG_UF_SD_3,SAG_UF_SD_4,SAG_UF_SD_5,SAG_UF_SD_6,SAG_UF_SD_7,SAG_UF_SD_8,SAG_UF_SD_9,SAG_UF_SD_10,SAG_UF_SD_11,SAG_UF_SD_12,SAG_UF_SD_13,SAG_UF_SD_14,SAG_UF_SD_15,SAG_UF_SD_16,SAG_UF_SD_17,SAG_UF_SD_18,SAG_UF_SD_19,SAG_UF_SD_20,SAG_UF_SD_21,SAG_UF_SD_22,SAG_UF_SD_23,SAG_UF_SD_24,SAG_UF_SOL,SAG_WT,TONNAGE,WATER_ADDITION_2
0.77,33,0.5,18-Apr-2022 23:11:22,sim_ss_CL_rc_01_03_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,128.291365868767,0.341,8.45460383065935,50.0049935738585,221.348631706009,128.291365868767,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,43.7473557612497,0.292471473146529,0.304591438379882,0.350958533959387,0.736878140871548,2.89547690071773,3.72081181122206,2.63288101533679,2.03020192459005,1.89174293898519,1.89841407072549,2.06362092309971,2.29900599980059,2.5724665052035,2.88488710866861,3.21819396003668,3.67802918551354,4.13069057232973,4.52651844358389,4.73580191774811,4.69227238769547,4.37279624899223,3.8125012315219,3.07202942283963,14.2362539832314,8.51725371175016,1,81.5803702515303,32.9573626505252,33,0.77,128.248399626726,104.76239492237,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.92,99.51,98.12,94.81,88.88,80.35,70.04,59.29,49.47,41.7065846350068,2405.86122497157,349.597031332735,485.164814806227,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.3,96.92,94.82,91.94,88.17,83.53,77.8,71.03,63.32,55.04,46.69,38.8,31.85,26.22,61.9801977597126,1,349.597561812852,485.164814806227,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.3,96.92,94.82,91.94,88.17,83.53,77.8,71.03,63.32,55.04,46.69,38.8,31.85,26.22,81.5786113555467,221.348631706009,798.047780273504,100,100,100,100,100,100,99.96,99.78,99.43,98.69,97.32,95.13,91.82,87.2781818181818,81.32,74.03,65.22,55.33,45.08,35.44,27.19,20.69,15.95,12.75,86.2807039643944,282.802573126042,128.291365868767,300
0.77,30,0.5,18-Apr-2022 23:11:23,sim_ss_CL_rc_01_04_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,124.5081852354,0.341,8.42564088404769,50.0031345436862,219.055285674308,124.5081852354,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,42.4572911652713,0.244687546583336,0.254838547560481,0.293614867724101,0.616501425968827,2.42248437676895,3.11304075535391,2.20283062392404,1.69859646680826,1.58275604044175,1.58834253407573,1.72657230342431,1.92352188243081,2.1523368459923,2.41388518684566,2.69380844169667,3.08309615943535,3.47338317731437,3.8244170013051,4.0233367069179,4.00683730960504,3.74859041183163,3.27516452214711,2.6388051503741,12.0436275192273,8.35126478051436,1,81.5998199325488,29.9733544215678,30,0.77,124.480323355433,102.375072546166,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.94,99.59,98.34,95.22,89.48,81.04,70.7,59.8,49.8,40.6790550917788,2356.03950439344,343.53560902974,478.222889141258,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.32,96.96,94.88,92.04,88.32,83.73,78.06,71.34,63.65,55.35,46.9236363636364,38.94,31.9,26.19,61.3374237003009,1,343.535886648465,478.222889141258,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.32,96.96,94.88,92.04,88.32,83.73,78.06,71.34,63.65,55.35,46.9254545454545,38.94,31.9,26.19,81.5986685628807,219.055285674308,783.38536456403,100,100,100,100,100,100,99.96,99.78,99.44,98.71,97.37,95.23,91.98,87.52,81.68,74.51,65.83,56,45.71,35.95,27.54,20.89,16.04,12.77,86.2187767534425,270.632163860363,124.5081852354,300
0.77,34,0.5,18-Apr-2022 23:11:24,sim_ss_CL_rc_01_05_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,129.563675990087,0.341,8.46504573019454,50.0054237939724,222.260616962836,129.563675990087,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,44.1812135126197,0.309074884562223,0.321882819919664,0.370881998870236,0.778709333149454,3.05983687725606,3.93200632076031,2.78231928155525,2.14543151587054,1.99911278009749,2.00616077870302,2.18074184468093,2.42948276557244,2.71845570623443,3.04852482150358,3.40019509585977,3.88381310761842,4.35638530926082,4.76472653340668,4.97363995895903,4.91666567454884,4.57275643702004,3.98083352893572,3.20498735851084,14.9376384512341,8.56747808578973,1,81.5880493497672,33.9540607038081,34,0.77,129.516624295853,105.786598766836,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.91,99.48,98.04,94.65,88.6381818181818,80.06,69.76,59.07,49.32,42.0509533415874,2419.29752230891,351.777241258689,488.443990398191,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.29,96.9,94.79,91.89,88.1,83.43,77.68,70.87,63.15,54.88,46.54,38.69,31.78,26.19,62.2091870274383,0.9999999999982,351.777835984628,488.443990398191,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.29,96.9,94.79,91.89,88.1,83.43,77.68,70.87,63.15,54.88,46.54,38.69,31.78,26.19,81.5861289227312,222.260616962836,804.154657212114,100,100,100,100,100,100,99.96,99.77,99.43,98.67,97.3,95.09,91.75,87.17,81.17,73.82,64.97,55.0445454545455,44.8,35.2,27.01,20.58,15.88,12.71,86.3230205809892,286.877564545971,129.563675990087,300
0.77,29,0.5,18-Apr-2022 23:11:24,sim_ss_CL_rc_01_06_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,123.311799246003,0.341,8.41736316211093,50.0025048273297,218.510756409306,123.311799246003,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,42.049323542887,0.229394300177513,0.238992940714221,0.27522812094094,0.578057319001133,2.27129906297685,2.91878014798134,2.06537317163716,1.59260465475953,1.48399354531497,1.48923287592026,1.61883921163371,1.80350246593412,2.01804486572067,2.263308087884,2.52600640251829,2.89207180163616,3.26071483840359,3.5943549301411,3.78583606968554,3.77367891236534,3.5316152732588,3.08440114238408,2.48218257895784,11.2823316249379,8.29097242388791,1,81.6248303529768,28.9791271761577,29,0.77,123.28864592505,101.840329911927,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.94,99.61,98.39,95.33,89.62,81.2,70.83,59.9,49.85,40.3529276514478,2336.24476208961,341.799402334356,477.449121101979,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.33,96.96,94.89,92.0590909090909,88.34,83.75,78.09,71.37,63.68,55.36,46.91,38.9,31.84,26.12,61.1516275439468,1,341.799598863121,477.449121101979,100,100,100,100,100,100,99.97,99.86,99.64,99.18,98.33,96.96,94.89,92.06,88.34,83.75,78.09,71.37,63.68,55.36,46.91,38.9,31.84,26.12,81.6238707533078,218.510756409306,780.066550479646,100,100,100,100,100,100,99.96,99.78,99.44,98.72,97.38,95.25,92.01,87.57,81.76,74.62,65.96,56.13,45.83,36.03,27.57,20.89,16.01,12.73,86.2275931884931,266.586640044865,123.311799246003,300
0.77,35,0.5,18-Apr-2022 23:11:38,sim_ss_CL_rc_01_07_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,130.822001734347,0.341,8.47567219117399,50.0056958444467,223.221384443669,130.822001734347,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,44.6103025914122,0.32602862602625,0.339539059913818,0.391225883661165,0.821423309316617,3.22766716678829,4.14766229481263,2.93491513073542,2.26309607874347,2.10875165557091,2.11618472652001,2.30033844064654,2.56271796038111,2.8675309831664,3.21560506007938,3.58592350229021,4.09344373095508,4.58546560644859,5.00511366691079,5.21178916204395,5.1392276758052,4.76894456967582,4.14409026634241,3.33250772158423,15.6245111105703,8.61495931089619,1,81.601391637207,34.9523642250099,35,0.77,130.771844421862,107.029640450506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.91,99.45,97.95,94.47,88.38,79.76,69.47,58.8227272727273,49.16,42.391005349699,2431.14673147754,353.99322886553,492.353663526695,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.88,94.76,91.84,88.02,83.32,77.53,70.7,62.96,54.68,46.37,38.55,31.69,26.14,62.4407515231195,0.999999997304611,353.993868697163,492.353663526695,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.28,96.88,94.76,91.84,88.02,83.32,77.53,70.7,62.96,54.68,46.37,38.55,31.69,26.14,81.5993500364945,223.221384443669,810.589165412217,100,100,100,100,100,100,99.96,99.77,99.42,98.66,97.28,95.05,91.68,87.06,81.01,73.6,64.69,54.74,44.5,34.94,26.81,20.44,15.8,12.66,86.3736186065967,290.964485975977,130.822001734346,300
0.72,32,0.5,18-Apr-2022 23:11:39,sim_ss_CL_rc_02_01_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,121.422540672995,0.341,8.41422403496926,49.9986641062353,219.706578256602,121.422540672995,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,41.4050863694914,0.283203842912215,0.294940629273199,0.339840230922328,0.713539164798363,2.80389760486574,3.60330499509414,2.54978910817267,1.96614759021081,1.83206981184889,1.83855036288302,1.99857326145295,2.22657676544254,2.49147819223168,2.79432230300523,3.11865152946294,3.57002038700921,4.02192503159082,4.42368727212841,4.6387332520037,4.59084640066626,4.25343733994348,3.66795741799738,2.90860796199425,13.2518964505335,8.1416255800955,1,81.8837883401491,32.0117126326095,32,0.72,121.433962850672,103.515021884898,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.94,99.6,98.35,95.19,89.33,80.72,70.22,59.27,49.35,39.8494339853262,2264.05639800562,341.140541107273,490.597389131378,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.29,96.89,94.78,91.87,88.07,83.38,77.59,70.73,62.88,54.44,45.92,37.93,30.97,25.42,61.0809229332198,1,341.140391644135,490.597389131378,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.29,96.89,94.78,91.87,88.07,83.38,77.59,70.73,62.88,54.44,45.92,37.93,30.97,25.42,81.8842607579058,219.706578256602,791.661373403395,100,100,100,100,100,100,99.96,99.78,99.44,98.7,97.34,95.17,91.89,87.38,81.48,74.23,65.43,55.46,45.02,35.15,26.69,20.08,15.33,12.19,86.575716254141,279.559445762631,121.422540672995,300
0.72,31,0.5,18-Apr-2022 23:11:39,sim_ss_CL_rc_02_02_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,120.117224054737,0.341,8.40383307873917,49.9980894725775,218.824287766569,120.117224054737,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,40.9599734026652,0.26685571527306,0.277915065139664,0.320222963390778,0.672350597198433,2.64205586670132,3.39533679277015,2.40263059273713,1.8526748810893,1.72633626945907,1.73244453762854,1.88323446759169,2.09808305940749,2.34770270201119,2.63311676377284,2.93908669174764,3.36610495621148,3.79655820172988,4.18357019626943,4.39688184956069,4.36124735241448,4.04827678216005,3.49544157511961,2.77307664191871,12.5597120837617,8.08924980653474,1,81.8803079941563,31.0167945195808,31,0.72,120.133574397338,102.567665356396,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.95,99.63,98.42,95.35,89.57,81,70.49,59.48,49.49,39.4909266394586,2248.40547830007,338.957862163907,487.449750623613,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.3,96.91,94.8,91.92,88.13,83.47,77.71,70.87,63.04,54.59,46.05,38.02,31.02,25.43,60.8459095480935,1.00000000000131,338.957657395642,487.449750623613,100,100,100,100,100,100,99.97,99.86,99.64,99.16,98.3,96.91,94.8,91.92,88.13,83.47,77.71,70.87,63.04,54.59,46.05,38.02,31.02,25.43,81.8809866212855,218.824287766569,785.929696108377,100,100,100,100,100,100,99.96,99.78,99.44,98.71,97.36,95.21,91.95,87.48,81.62,74.42,65.68,55.74,45.3,35.38,26.86,20.19,15.39,12.22,86.5361651094798,275.495989687691,120.117224054737,300
0.72,33,0.5,18-Apr-2022 23:11:40,sim_ss_CL_rc_02_03_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,122.725435691274,0.341,8.42491815722549,49.9992500764182,220.652185587943,122.725435691274,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,41.8493735707245,0.299876356327414,0.312304012018903,0.359846724213336,0.75554489922843,2.96894886136805,3.8153955567629,2.69986398697682,2.08186888748056,1.9398984358969,1.94675841811569,2.11619691594618,2.3576154813857,2.63810035592222,2.95870733295251,3.30167525526277,3.7775250324375,4.25042030331644,4.66565495174269,4.88041352469033,4.81795964670599,4.45407987333631,3.83471027881698,3.03822653499627,13.92893420855,8.1913261144678,1,81.8938521615568,33.0065567614616,33,0.72,122.73190343895,104.541891141086,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.94,99.57,98.27,95.03,89.08,80.42,69.93,59.03,49.2,40.2064029343293,2278.19249292564,343.384089026894,494.02521741578,100,100,100,100,100,100,99.97,99.86,99.63,99.16,98.28,96.87,94.74,91.82,87.99,83.28,77.46,70.56,62.7,54.26,45.77,37.81,30.9,25.39,61.3212391997983,1,343.384001977495,494.02521741578,100,100,100,100,100,100,99.97,99.86,99.63,99.16,98.28,96.87,94.74,91.82,87.99,83.28,77.46,70.56,62.7,54.26,45.77,37.81,30.9,25.39,81.8941187051081,220.652185587943,798.185497163551,100,100,100,100,100,100,99.96,99.78,99.43,98.69,97.32,95.13,91.82,87.28,81.32,74.01,65.16,55.15,44.72,34.89,26.49,19.95,15.25,12.14,86.6249923996003,283.627675225011,122.725435691274,300
0.72,30,0.5,18-Apr-2022 23:11:41,sim_ss_CL_rc_02_04_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,118.82220745044,0.341,8.39388853491998,49.997594472498,218.023398532305,118.82220745044,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,40.5183727406001,0.250823237876368,0.26121821581179,0.30098442022407,0.631957110179976,2.48333594643285,3.19137701520213,2.25830742441381,1.74138816977231,1.62263939967919,1.62838218982527,1.77011649152771,1.97206275384403,2.20669351006403,2.4750018244092,2.76288927659456,3.16569382385651,3.57424654234898,3.94522363257247,4.15473631489954,4.12896847611862,3.83833591079052,3.31686808350699,2.63136090578291,11.851905545538,8.03419388348564,1,81.8845702607215,30.0211373188397,30,0.72,118.843027299824,101.735040227829,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.95,99.65,98.49,95.49,89.78,81.25,70.72,59.66,49.61,39.1343243310955,2231.22741503399,336.866425832128,485.052919047297,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.92,94.83,91.95,88.18,83.54,77.8,70.98,63.16,54.7,46.14,38.07,31.04,25.42,60.6195856753943,1,336.866182409587,485.052919047297,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.92,94.83,91.95,88.18,83.54,77.8,70.98,63.16,54.7,46.14,38.07,31.04,25.42,81.8854373224423,218.023398532305,780.633307839118,100,100,100,100,100,100,99.96,99.78,99.44,98.72,97.38,95.24,92.01,87.57,81.75,74.59,65.9,55.98,45.53,35.58,27,20.27,15.43,12.23,86.5083592280316,271.434533380849,118.82220745044,300
0.72,34,0.5,18-Apr-2022 23:11:42,sim_ss_CL_rc_02_05_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,124.015522787646,0.341,8.43580196434421,49.9997860086613,221.647087704753,124.015522787646,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,42.2892932705872,0.316882773589371,0.330015133541945,0.380253887839035,0.798391875336681,3.13730535673622,4.03173300524258,2.85294383455874,2.19990724438595,2.04988605236749,2.05713301074717,2.23617555614588,2.49127765763094,2.78765729008877,3.12636933242243,3.48825851685277,3.98871335767571,4.48212531115605,4.90955483525422,5.12203359133741,5.04275125942726,4.65042201734958,3.99594539812007,3.16216251313068,14.5911971813759,8.23830109393626,1,81.9096387596041,34.0019116458604,34,0.72,124.017421571293,105.650664654169,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.93,99.54,98.18,94.85,88.82,80.1,69.62,58.78,49.03,40.5590728803006,2290.82107485055,345.664509276046,498.028271516597,100,100,100,100,100,100,99.97,99.86,99.63,99.15,98.27,96.85,94.71,91.77,87.91,83.16,77.31,70.38,62.5,54.05,45.59,37.67,30.81,25.34,61.5642155529586,1,345.664482797593,498.028271516597,100,100,100,100,100,100,99.97,99.86,99.63,99.15,98.27,96.85,94.71,91.77,87.91,83.16,77.31,70.38,62.5,54.05,45.59,37.67,30.81,25.34,81.9097166625491,221.647087704753,805.03622174254,100,100,100,100,100,100,99.96,99.77,99.43,98.67,97.3,95.09,91.75,87.16,81.15,73.78,64.87,54.83,44.39,34.6,26.27,19.8,15.16,12.09,86.6824787524498,287.703220362341,124.015522787646,300
0.72,29,0.5,18-Apr-2022 23:11:42,sim_ss_CL_rc_02_06_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,117.553253000685,0.341,8.38457146131847,49.9972745504462,217.327289523317,117.553253000685,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,40.0856592732335,0.235113511786792,0.244792257648677,0.282161460766555,0.592307205748318,2.32763925804934,2.99129008711637,2.11672318571196,1.63221296075966,1.52090967774738,1.52629338066322,1.65914309054292,1.84843058766622,2.06835487139355,2.31987105366108,2.58994748031593,2.96867721645653,3.35488516221332,3.70852428028638,3.91211343365219,3.89373729355662,3.62326276634811,3.13185554128156,2.48312090574366,11.1277838832975,7.9763597676708,1,81.8981298174961,29.0238019030678,29,0.72,117.577413754732,101.040152822976,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.96,99.67,98.55,95.61,89.96,81.46,70.92,59.81,49.69,38.7839026666316,2212.50048251223,334.904703278048,483.233536542914,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.93,94.84,91.98,88.22,83.59,77.87,71.06,63.24,54.77,46.18,38.08,31.02,25.38,60.40628192773,1,334.904448464244,483.233536542914,100,100,100,100,100,100,99.97,99.86,99.64,99.17,98.31,96.93,94.84,91.98,88.22,83.59,77.87,71.06,63.24,54.77,46.18,38.08,31.02,25.38,81.8991390922729,217.327289523317,776.353552547552,100,100,100,100,100,100,99.96,99.78,99.45,98.72,97.4,95.27,92.05,87.64,81.85,74.74,66.08,56.18,45.72,35.73,27.09,20.32,15.44,12.23,86.4949892894594,267.371333596177,117.553253000685,300
0.72,35,0.5,18-Apr-2022 23:11:50,sim_ss_CL_rc_02_07_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,125.284117604534,0.341,8.44678350909117,50.0002255539958,222.680256875337,125.284117604534,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,42.7218841031461,0.334232021206859,0.348083298211256,0.401072457355619,0.842102681008766,3.30905701382403,4.2524344858685,3.00911205601432,2.32032713033522,2.16209284883669,2.16973472095247,2.35857526749411,2.62763726156154,2.94023207927497,3.29740001409174,3.67849515764259,4.20367146461787,4.71711018846083,5.15545069517663,5.36367439590103,5.26534021259482,4.84262406255798,4.15184765076029,3.28059426986726,15.2388895156059,8.2824610983707,1,81.9305138156147,34.9982132678527,35,0.72,125.282171055088,106.96958927502,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.92,99.51,98.09,94.67,88.54,79.77,69.29,58.51,48.85,40.905165677049,2301.94434686526,347.962427930425,502.174399510734,100,100,100,100,100,100,99.97,99.85,99.63,99.14,98.25,96.83,94.67,91.71,87.82,83.04,77.15,70.18,62.27,53.83,45.38,37.51,30.7,25.28,61.8077518010732,1,347.962453002067,502.174399510734,100,100,100,100,100,100,99.97,99.85,99.63,99.14,98.25,96.83,94.67,91.71,87.82,83.04,77.15,70.18,62.27,53.83,45.38,37.51,30.7,25.28,81.9304338940549,222.680256875337,812.214345557791,100,100,100,100,100,100,99.96,99.77,99.42,98.66,97.27,95.04,91.67,87.04,80.97,73.54,64.57,54.48,44.05,34.3,26.03,19.63,15.05,12.02,86.747042688238,291.788075323684,125.284117604534,300
0.82,32,0.5,18-Apr-2022 23:11:51,sim_ss_CL_rc_03_01_2_1201.csv,Grinding_circuit_BT_2020a_03_pid_J,1200,20,2.9,1,0.5,131.867569389361,0.341,8.47151556918979,50.0082493916105,221.331073268859,131.86756938936,111759.594750816,100,60.14,44.51,39.9,30.74,27.02,21.7,18.55,15.03,12,9.7,7.62,6.03,4.66,3.69,2.87,2.24,1.73,1.34,1.04,0.81,0.62,0.48,0.38,74.5712155108128,44.9668411617719,0.270599980519426,0.281813223727724,0.324712165713589,0.681768635653309,2.67887591326594,3.44239552173099,2.43584700267815,1.8782626426946,1.75016058139344,1.75632420918007,1.90915533879208,2.12690578080963,2.37987149132229,2.66878902106411,2.97657232450842,3.40016179448012,3.81614483088277,4.18184361165619,4.38293970100646,4.36196606440837,4.0959880135646,3.61000174790357,2.94911164091491,13.7352236671437,8.7459395615213,1,81.3289870358005,31.931877681161,32,0.82,131.795667717581,104.281602194438,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99,99.91,99.48,98.07,94.75,88.88,80.48,70.32,59.65,49.8,42.6648194279253,2500.94478726455,353.12674098644,475.701304118043,100,100,100,100,100,100,99.97,99.86,99.65,99.18,98.33,96.97,94.9,92.07,88.36,83.79,78.16,71.5,63.93,55.78,47.52,39.6518181818182,32.66,26.91,62.3503480142312,0.999999998244927,353.127497028442,475.701304118043,100,100,100,100,100,100,99.97,99.86,99.65,99.18,98.33,96.97,94.9,92.07,88.36,83.79,78.16,71.5,63.93,55.78,47.52,39.6536363636364,32.66,26.91,81.3260507502368,221.331073268859,793.490023017438,100,100,100,100,100,100,99.96,99.78,99.43,98.69,97.34,95.16,91.87,87.35,81.43,74.19,65.46,55.69,45.58,36.07,27.89,21.4,16.59,13.28,85.9707008547733,278.077197742628,131.867569389361,300
